# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 20 15:34:28 2018
#
# CONSTRAINT:  where (pl_pnum > 1
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_angsep:      Calculated Angular Separation [mas]
# COLUMN pl_angseperr1:  Calculated Angular Separation Upper Unc. [mas]
# COLUMN pl_angseperr2:  Calculated Angular Separation Lower Unc. [mas]
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_orblper:     Long. of Periastron [deg]
# COLUMN pl_orblpererr1: Long. of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Long. of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Long. of Periastron Limit Flag
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,st_dens,st_denserr1,st_denserr2,st_denslim
2630,Kepler-378,c,Kepler-378 c,Transit,2,28.90600900,0.00021600,-0.00021600,0,0.166000,,,0,,,,,,,,,,,,,,0.062,0.004,-0.004,0,,,,,0,1,0,1,19h39m47.66s,294.948588,+46d26m19.1s,46.438641,155.00,4.11,-4.13,0,12.485,,0,Kepler-band,12.455,,0,4661.00,100.00,-100.00,0,,,,,0.67,0.04,-0.04,0,2014-05-14,1.07000e+00,2.800000e-02,-2.800000e-02,,,,,,,,,,,,,,,,,,,,,2454991.821720,0.004440,-0.004440,0,BJD,Kepler,,,,
2631,Kepler-379,b,Kepler-379 b,Transit,2,20.09838000,0.00018000,-0.00018000,0,0.152000,,,0,,,,,,,,,,,,,,0.148,0.028,-0.028,0,,,,,0,1,0,1,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,719.00,103.42,-69.39,0,13.358,,0,Kepler-band,13.369,,0,6054.00,100.00,-100.00,0,,,,,1.31,0.24,-0.24,0,2014-05-14,2.11000e-01,2.540000e-02,-2.540000e-02,,,,,,,,,,,,,,,,,,,,,2455040.575900,0.005290,-0.005290,0,BJD,Kepler,,,,
2632,Kepler-379,c,Kepler-379 c,Transit,2,62.78469700,0.00066100,-0.00066100,0,0.326000,,,0,,,,,,,,,,,,,,0.204,0.038,-0.038,0,,,,,0,1,0,1,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,719.00,103.42,-69.39,0,13.358,,0,Kepler-band,13.369,,0,6054.00,100.00,-100.00,0,,,,,1.31,0.24,-0.24,0,2014-05-14,4.53000e-01,5.450000e-02,-5.450000e-02,,,,,,,,,,,,,,,,,,,,,2454990.303590,0.005440,-0.005440,0,BJD,Kepler,,,,
2634,Kepler-380,b,Kepler-380 b,Transit,2,3.93082100,0.00003800,-0.00003800,0,0.050000,,,0,,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,0,1,0,1,18h49m34.71s,282.394616,+48d45m32.9s,48.759140,741.00,99.53,-69.28,0,13.652,,0,Kepler-band,13.611,,0,6045.00,147.00,-147.00,0,,,,,1.22,0.24,-0.24,0,2014-05-14,6.75000e-02,7.690000e-03,-7.690000e-03,,,,,,,,,,,,,,,,,,,,,2454968.198960,0.006430,-0.006430,0,BJD,Kepler,,,,
2635,Kepler-380,c,Kepler-380 c,Transit,2,7.63000400,0.00007300,-0.00007300,0,0.078000,,,0,,,,,,,,,,,,,,0.113,0.025,-0.025,0,,,,,0,1,0,1,18h49m34.71s,282.394616,+48d45m32.9s,48.759140,741.00,99.53,-69.28,0,13.652,,0,Kepler-band,13.611,,0,6045.00,147.00,-147.00,0,,,,,1.22,0.24,-0.24,0,2014-05-14,1.05000e-01,1.200000e-02,-1.200000e-02,,,,,,,,,,,,,,,,,,,,,2454970.080710,0.005850,-0.005850,0,BJD,Kepler,,,,
2636,Kepler-381,b,Kepler-381 b,Transit,2,5.62902100,0.00002800,-0.00002800,0,0.066000,,,0,,,,,,,,,,,,,,0.088,0.020,-0.020,0,,,,,0,1,0,1,19h00m43.87s,285.182787,+43d49m51.9s,43.831089,368.00,82.14,-93.39,0,10.421,,0,Kepler-band,10.546,,0,6152.00,100.00,-100.00,0,,,,,1.57,0.35,-0.35,0,2014-05-14,1.79000e-01,4.280000e-02,-4.280000e-02,,,,,,,,,,,,,,,,,,,,,2454967.746160,0.002770,-0.002770,0,BJD,Kepler,,,,
2637,Kepler-381,c,Kepler-381 c,Transit,2,13.39163500,0.00012900,-0.00012900,0,0.117000,,,0,,,,,,,,,,,,,,0.100,0.022,-0.022,0,,,,,0,1,0,1,19h00m43.87s,285.182787,+43d49m51.9s,43.831089,368.00,82.14,-93.39,0,10.421,,0,Kepler-band,10.546,,0,6152.00,100.00,-100.00,0,,,,,1.57,0.35,-0.35,0,2014-05-14,3.18000e-01,7.580000e-02,-7.580000e-02,,,,,,,,,,,,,,,,,,,,,2454966.055060,0.004240,-0.004240,0,BJD,Kepler,,,,
2638,Kepler-382,b,Kepler-382 b,Transit,2,5.26215500,0.00004700,-0.00004700,0,0.055000,,,0,,,,,,,,,,,,,,0.118,0.056,-0.056,0,,,,,0,1,0,1,19h56m32.68s,299.136166,+45d52m11.8s,45.869934,684.00,81.46,-55.53,0,14.623,,0,Kepler-band,14.666,,0,5600.00,200.00,-200.00,0,,,,,0.94,0.45,-0.45,0,2014-05-14,8.04000e-02,8.050000e-03,-8.050000e-03,,,,,,,,,,,,,,,,,,,,,2454969.367740,0.005730,-0.005730,0,BJD,Kepler,,,,
2639,Kepler-382,c,Kepler-382 c,Transit,2,12.16270100,0.00010900,-0.00010900,0,0.097000,,,0,,,,,,,,,,,,,,0.142,0.069,-0.069,0,,,,,0,1,0,1,19h56m32.68s,299.136166,+45d52m11.8s,45.869934,684.00,81.46,-55.53,0,14.623,,0,Kepler-band,14.666,,0,5600.00,200.00,-200.00,0,,,,,0.94,0.45,-0.45,0,2014-05-14,1.42000e-01,1.420000e-02,-1.420000e-02,,,,,,,,,,,,,,,,,,,,,2454970.532670,0.004930,-0.004930,0,BJD,Kepler,,,,
2640,Kepler-383,b,Kepler-383 b,Transit,2,12.90453200,0.00012100,-0.00012100,0,0.095000,,,0,,,,,,,,,,,,,,0.118,0.046,-0.046,0,,,,,0,1,0,1,19h25m22.22s,291.342584,+38d21m47.3s,38.363134,470.00,22.93,-28.59,0,15.070,,0,Kepler-band,15.066,,0,4710.00,200.00,-200.00,0,,,,,0.67,0.27,-0.27,0,2014-05-14,2.02000e-01,1.110000e-02,-1.110000e-02,,,,,,,,,,,,,,,,,,,,,2454977.319850,0.005570,-0.005570,0,BJD,Kepler,,,,
2641,Kepler-383,c,Kepler-383 c,Transit,2,31.20075100,0.00035400,-0.00035400,0,0.172000,,,0,,,,,,,,,,,,,,0.111,0.044,-0.044,0,,,,,0,1,0,1,19h25m22.22s,291.342584,+38d21m47.3s,38.363134,470.00,22.93,-28.59,0,15.070,,0,Kepler-band,15.066,,0,4710.00,200.00,-200.00,0,,,,,0.67,0.27,-0.27,0,2014-05-14,3.66000e-01,2.010000e-02,-2.010000e-02,,,,,,,,,,,,,,,,,,,,,2454973.075680,0.007100,-0.007100,0,BJD,Kepler,,,,
2642,Kepler-384,b,Kepler-384 b,Transit,2,22.59705300,0.00024300,-0.00024300,0,0.148000,,,0,,,,,,,,,,,,,,0.100,0.029,-0.029,0,,,,,0,1,0,1,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,559.00,80.95,-52.42,0,13.584,,0,Kepler-band,13.554,,0,5577.00,145.00,-145.00,0,,,,,0.88,0.25,-0.25,0,2014-05-14,2.65000e-01,3.160000e-02,-3.160000e-02,,,,,,,,,,,,,,,,,,,,,2454973.419900,0.007480,-0.007480,0,BJD,Kepler,,,,
2643,Kepler-384,c,Kepler-384 c,Transit,2,45.34826900,0.00077900,-0.00077900,0,0.236000,,,0,,,,,,,,,,,,,,0.101,0.029,-0.029,0,,,,,0,1,0,1,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,559.00,80.95,-52.42,0,13.584,,0,Kepler-band,13.554,,0,5577.00,145.00,-145.00,0,,,,,0.88,0.25,-0.25,0,2014-05-14,4.22000e-01,5.040000e-02,-5.040000e-02,,,,,,,,,,,,,,,,,,,,,2454975.250800,0.009070,-0.009070,0,BJD,Kepler,,,,
2644,Kepler-385,b,Kepler-385 b,Transit,2,10.04368600,0.00012800,-0.00012800,0,0.097000,,,0,,,,,,,,,,,,,,0.244,0.123,-0.123,0,,,,,0,1,0,1,19h37m21.24s,294.338483,+50d20m11.6s,50.336544,1550.00,447.54,-193.34,0,15.212,,0,Kepler-band,15.192,,0,6326.00,250.00,-250.00,0,,,,,1.13,0.56,-0.56,0,2014-05-14,6.26000e-02,1.290000e-02,-1.290000e-02,,,,,,,,,,,,,,,,,,,,,2455186.625030,0.005310,-0.005310,0,BJD,Kepler,,,,
2645,Kepler-385,c,Kepler-385 c,Transit,2,15.16316100,0.00026900,-0.00026900,0,0.127000,,,0,,,,,,,,,,,,,,0.271,0.139,-0.139,0,,,,,0,1,0,1,19h37m21.24s,294.338483,+50d20m11.6s,50.336544,1550.00,447.54,-193.34,0,15.212,,0,Kepler-band,15.192,,0,6326.00,250.00,-250.00,0,,,,,1.13,0.56,-0.56,0,2014-05-14,8.19000e-02,1.690000e-02,-1.690000e-02,,,,,,,,,,,,,,,,,,,,,2454977.457410,0.010900,-0.010900,0,BJD,Kepler,,,,
2646,Kepler-386,b,Kepler-386 b,Transit,2,12.31043000,0.00021800,-0.00021800,0,0.096000,,,0,,,,,,,,,,,,,,0.124,0.073,-0.073,0,,,,,0,1,0,1,19h19m26.13s,289.858871,+48d41m37.9s,48.693855,847.00,48.56,-47.00,0,15.629,,0,Kepler-band,15.617,,0,5178.00,200.00,-200.00,0,,,,,0.77,0.43,-0.43,0,2014-05-14,1.13000e-01,6.400000e-03,-6.400000e-03,,,,,,,,,,,,,,,,,,,,,2454974.863050,0.010480,-0.010480,0,BJD,Kepler,,,,
2647,Kepler-386,c,Kepler-386 c,Transit,2,25.19345800,0.00034200,-0.00034200,0,0.155000,,,0,,,,,,,,,,,,,,0.141,0.079,-0.079,0,,,,,0,1,0,1,19h19m26.13s,289.858871,+48d41m37.9s,48.693855,847.00,48.56,-47.00,0,15.629,,0,Kepler-band,15.617,,0,5178.00,200.00,-200.00,0,,,,,0.77,0.43,-0.43,0,2014-05-14,1.83000e-01,1.030000e-02,-1.030000e-02,,,,,,,,,,,,,,,,,,,,,2454979.432090,0.008200,-0.008200,0,BJD,Kepler,,,,
2648,Kepler-387,b,Kepler-387 b,Transit,2,6.79163600,0.00009400,-0.00009400,0,0.068000,,,0,,,,,,,,,,,,,,0.092,0.021,-0.021,0,,,,,0,1,0,1,19h11m11.56s,287.798184,+45d39m24.2s,45.656715,714.00,92.70,-66.88,0,13.987,,0,Kepler-band,13.935,,0,5774.00,154.00,-154.00,0,,,,,1.05,0.24,-0.24,0,2014-05-14,9.52000e-02,1.060000e-02,-1.060000e-02,,,,,,,,,,,,,,,,,,,,,2454969.487300,0.008170,-0.008170,0,BJD,Kepler,,,,
2649,Kepler-387,c,Kepler-387 c,Transit,2,11.83754900,0.00032900,-0.00032900,0,0.098000,,,0,,,,,,,,,,,,,,0.079,0.020,-0.020,0,,,,,0,1,0,1,19h11m11.56s,287.798184,+45d39m24.2s,45.656715,714.00,92.70,-66.88,0,13.987,,0,Kepler-band,13.935,,0,5774.00,154.00,-154.00,0,,,,,1.05,0.24,-0.24,0,2014-05-14,1.37000e-01,1.530000e-02,-1.530000e-02,,,,,,,,,,,,,,,,,,,,,2454975.212100,0.016770,-0.016770,0,BJD,Kepler,,,,
2650,Kepler-388,b,Kepler-388 b,Transit,2,3.17331500,0.00001800,-0.00001800,0,0.036000,,,0,,,,,,,,,,,,,,0.072,0.009,-0.009,0,,,,,0,1,0,1,18h59m18.73s,284.828038,+44d36m31.4s,44.608730,425.00,16.43,-21.73,0,14.993,,0,Kepler-band,15.002,,0,4498.00,200.00,-200.00,0,,,,,0.59,0.07,-0.07,0,2014-05-14,8.47000e-02,3.800000e-03,-3.800000e-03,,,,,,,,,,,,,,,,,,,,,2454966.699650,0.003500,-0.003500,0,BJD,Kepler,,,,
2651,Kepler-388,c,Kepler-388 c,Transit,2,13.29700400,0.00018500,-0.00018500,0,0.093000,,,0,,,,,,,,,,,,,,0.077,0.010,-0.010,0,,,,,0,1,0,1,18h59m18.73s,284.828038,+44d36m31.4s,44.608730,425.00,16.43,-21.73,0,14.993,,0,Kepler-band,15.002,,0,4498.00,200.00,-200.00,0,,,,,0.59,0.07,-0.07,0,2014-05-14,2.19000e-01,9.800000e-03,-9.800000e-03,,,,,,,,,,,,,,,,,,,,,2454973.947880,0.005590,-0.005590,0,BJD,Kepler,,,,
2652,Kepler-389,b,Kepler-389 b,Transit,2,3.24410700,0.00003000,-0.00003000,0,0.041000,,,0,,,,,,,,,,,,,,0.135,0.069,-0.069,0,,,,,0,1,0,1,19h27m50.40s,291.960005,+44d54m00.1s,44.900024,977.00,64.58,-58.76,0,15.770,,0,Kepler-band,15.749,,0,5376.00,250.00,-250.00,0,,,,,0.79,0.40,-0.40,0,2014-05-14,4.20000e-02,2.650000e-03,-2.650000e-03,,,,,,,,,,,,,,,,,,,,,2454965.944080,0.006420,-0.006420,0,BJD,Kepler,,,,
2653,Kepler-389,c,Kepler-389 c,Transit,2,14.51143000,0.00030500,-0.00030500,0,0.110000,,,0,,,,,,,,,,,,,,0.130,0.067,-0.067,0,,,,,0,1,0,1,19h27m50.40s,291.960005,+44d54m00.1s,44.900024,977.00,64.58,-58.76,0,15.770,,0,Kepler-band,15.749,,0,5376.00,250.00,-250.00,0,,,,,0.79,0.40,-0.40,0,2014-05-14,1.13000e-01,7.100000e-03,-7.100000e-03,,,,,,,,,,,,,,,,,,,,,2454976.860260,0.013410,-0.013410,0,BJD,Kepler,,,,
2655,Kepler-390,b,Kepler-390 b,Transit,2,6.73808800,0.00006700,-0.00006700,0,0.065000,,,0,,,,,,,,,,,,,,0.073,0.006,-0.006,0,,,,,0,1,0,1,19h26m30.91s,291.628777,+41d12m31.0s,41.208603,435.00,15.30,-15.68,0,13.942,,0,Kepler-band,13.922,,0,5166.00,100.00,-100.00,0,,,,,0.78,0.05,-0.05,0,2014-05-14,1.49000e-01,5.300000e-03,-5.300000e-03,,,,,,,,,,,,,,,,,,,,,2454966.322690,0.006340,-0.006340,0,BJD,Kepler,,,,
2656,Kepler-390,c,Kepler-390 c,Transit,2,13.06002200,0.00025700,-0.00025700,0,0.101000,,,0,,,,,,,,,,,,,,0.070,0.007,-0.007,0,,,,,0,1,0,1,19h26m30.91s,291.628777,+41d12m31.0s,41.208603,435.00,15.30,-15.68,0,13.942,,0,Kepler-band,13.922,,0,5166.00,100.00,-100.00,0,,,,,0.78,0.05,-0.05,0,2014-05-14,2.32000e-01,8.300000e-03,-8.300000e-03,,,,,,,,,,,,,,,,,,,,,2454977.331210,0.009690,-0.009690,0,BJD,Kepler,,,,
2657,Kepler-391,b,Kepler-391 b,Transit,2,7.41675500,0.00012900,-0.00012900,0,0.082000,,,0,,,,,,,,,,,,,,0.285,0.070,-0.070,0,,,,,0,1,0,1,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,1064.00,162.30,-115.81,0,13.007,,0,Kepler-band,12.984,,0,4940.00,100.00,-100.00,0,,,,,3.57,0.85,-0.85,0,2014-05-14,7.71000e-02,1.010000e-02,-1.010000e-02,,,,,,,,,,,,,,,,,,,,,2454970.958890,0.011720,-0.011720,0,BJD,Kepler,,,,
2658,Kepler-391,c,Kepler-391 c,Transit,2,20.48543500,0.00039300,-0.00039300,0,0.161000,,,0,,,,,,,,,,,,,,0.316,0.077,-0.077,0,,,,,0,1,0,1,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,1064.00,162.30,-115.81,0,13.007,,0,Kepler-band,12.984,,0,4940.00,100.00,-100.00,0,,,,,3.57,0.85,-0.85,0,2014-05-14,1.51000e-01,1.980000e-02,-1.980000e-02,,,,,,,,,,,,,,,,,,,,,2454979.923910,0.010780,-0.010780,0,BJD,Kepler,,,,
2659,Kepler-392,b,Kepler-392 b,Transit,2,5.34185300,0.00005500,-0.00005500,0,0.059000,,,0,,,,,,,,,,,,,,0.089,0.019,-0.019,0,,,,,0,1,0,1,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,673.00,104.56,-66.33,0,13.455,,0,Kepler-band,13.422,,0,5938.00,226.00,-226.00,0,,,,,1.13,0.23,-0.23,0,2014-05-14,8.77000e-02,1.110000e-02,-1.110000e-02,,,,,,,,,,,,,,,,,,,,,2454969.301410,0.007560,-0.007560,0,BJD,Kepler,,,,
2660,Kepler-392,c,Kepler-392 c,Transit,2,10.42311800,0.00008700,-0.00008700,0,0.093000,,,0,,,,,,,,,,,,,,0.098,0.021,-0.021,0,,,,,0,1,0,1,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,673.00,104.56,-66.33,0,13.455,,0,Kepler-band,13.422,,0,5938.00,226.00,-226.00,0,,,,,1.13,0.23,-0.23,0,2014-05-14,1.38000e-01,1.750000e-02,-1.750000e-02,,,,,,,,,,,,,,,,,,,,,2454968.152860,0.005010,-0.005010,0,BJD,Kepler,,,,
2661,Kepler-393,b,Kepler-393 b,Transit,2,9.18241700,0.00009600,-0.00009600,0,0.091000,,,0,,,,,,,,,,,,,,0.115,0.022,-0.022,0,,,,,0,1,0,1,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,789.00,130.05,-78.93,0,13.223,,0,Kepler-band,13.178,,0,6189.00,100.00,-100.00,0,,,,,1.38,0.26,-0.26,0,2014-05-14,1.15000e-01,1.530000e-02,-1.530000e-02,,,,,,,,,,,,,,,,,,,,,2454967.048130,0.005600,-0.005600,0,BJD,Kepler,,,,
2662,Kepler-393,c,Kepler-393 c,Transit,2,14.61361200,0.00023100,-0.00023100,0,0.124000,,,0,,,,,,,,,,,,,,0.119,0.028,-0.028,0,,,,,0,1,0,1,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,789.00,130.05,-78.93,0,13.223,,0,Kepler-band,13.178,,0,6189.00,100.00,-100.00,0,,,,,1.38,0.26,-0.26,0,2014-05-14,1.57000e-01,2.080000e-02,-2.080000e-02,,,,,,,,,,,,,,,,,,,,,2454973.412400,0.007360,-0.007360,0,BJD,Kepler,,,,
2663,Kepler-394,b,Kepler-394 b,Transit,2,8.00501300,0.00009000,-0.00009000,0,0.083000,,,0,,,,,,,,,,,,,,0.143,0.073,-0.073,0,,,,,0,1,0,1,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,1297.00,398.39,-188.78,0,14.790,,0,Kepler-band,14.770,,0,6402.00,200.00,-200.00,0,,,,,1.13,0.58,-0.58,0,2014-05-14,6.40000e-02,1.450000e-02,-1.450000e-02,,,,,,,,,,,,,,,,,,,,,2454971.710690,0.006870,-0.006870,0,BJD,Kepler,,,,
2664,Kepler-394,c,Kepler-394 c,Transit,2,12.13068600,0.00018000,-0.00018000,0,0.110000,,,0,,,,,,,,,,,,,,0.148,0.077,-0.077,0,,,,,0,1,0,1,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,1297.00,398.39,-188.78,0,14.790,,0,Kepler-band,14.770,,0,6402.00,200.00,-200.00,0,,,,,1.13,0.58,-0.58,0,2014-05-14,8.48000e-02,1.920000e-02,-1.920000e-02,,,,,,,,,,,,,,,,,,,,,2454972.897290,0.009180,-0.009180,0,BJD,Kepler,,,,
2665,Kepler-395,b,Kepler-395 b,Transit,2,7.05434600,0.00007000,-0.00007000,0,0.061000,,,0,,,,,,,,,,,,,,0.092,0.007,-0.007,0,,,,,0,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,360.00,18.99,-23.94,0,15.987,,0,Kepler-band,15.958,,0,4262.00,100.00,-100.00,0,,,,,0.56,0.02,-0.02,0,2014-05-14,1.69000e-01,1.010000e-02,-1.010000e-02,,,,,,,,,,,,,,,,,,,,,2454969.191360,0.005660,-0.005660,0,BJD,Kepler,,,,
2666,Kepler-395,c,Kepler-395 c,Transit,2,34.98926200,0.00054300,-0.00054300,0,0.177000,,,0,,,,,,,,,,,,,,0.118,0.008,-0.008,0,,,,,0,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,360.00,18.99,-23.94,0,15.987,,0,Kepler-band,15.958,,0,4262.00,100.00,-100.00,0,,,,,0.56,0.02,-0.02,0,2014-05-14,4.92000e-01,2.930000e-02,-2.930000e-02,,,,,,,,,,,,,,,,,,,,,2454977.222650,0.009090,-0.009090,0,BJD,Kepler,,,,
